Game #,Round,Away ID,Away Num,Away Abbr,Away Team,Home ID,Home Num,Home Abbr,Home Team,Matchup
509,37,855,28,TAI,"Taipei Typhoons",849,30,PRO,"Providence Sea Bass","TAI @ PRO"
510,37,848,17,PIT,"Pitt Intramurals",836,18,ETI,"Easter Island Stoneheads","PIT @ ETI"
511,37,856,24,TEG,"Tegucigalpa Ticklepuss",847,51,OCW,"Orange County Weststars","TEG @ OCW"
512,37,846,26,NBK,"North Bay Knights",838,37,HAM,"Hamilton Mustangs","NBK @ HAM"
513,37,857,29,TBP,"Thunder Bay Pike",845,12,MGG,"Minnesota Golden Gophers","TBP @ MGG"
514,37,859,63,WDY,"Woodlynne Rats",840,50,ING,"Inglewood Monstars","WDY @ ING"
515,37,844,13,MHT,"Minhattrick Swayzes",841,14,ITA,"Italy EBC","MHT @ ITA"
516,37,842,39,MHA,"Maryhill Alumni",858,15,VHV,"Valhalla Vikings","MHA @ VHV"
517,37,833,49,BAY,"Baytown Thunder",843,54,KAR,"Karolina Kaos","BAY @ KAR"
518,37,837,25,GRH,"Grand River Herons",835,67,DHG,"Devil Hill Goblins","GRH @ DHG"
519,38,831,2,AUT,"Autobahn",852,60,SHS,"South Hills Shindigaz","AUT @ SHS"
520,38,853,20,SVF,"Sugar Valley Firebirds",851,66,ROC,"Rockford Villains","SVF @ ROC"
521,38,850,19,RIC,"Richfield Oracles",833,49,BAY,"Baytown Thunder","RIC @ BAY"
522,38,854,21,SUM,"Sumter Trash",849,30,PRO,"Providence Sea Bass","SUM @ PRO"
523,38,848,17,PIT,"Pitt Intramurals",835,67,DHG,"Devil Hill Goblins","PIT @ DHG"
524,38,855,28,TAI,"Taipei Typhoons",847,51,OCW,"Orange County Weststars","TAI @ OCW"
525,38,846,26,NBK,"North Bay Knights",837,25,GRH,"Grand River Herons","NBK @ GRH"
526,38,856,24,TEG,"Tegucigalpa Ticklepuss",845,12,MGG,"Minnesota Golden Gophers","TEG @ MGG"
527,38,859,63,WDY,"Woodlynne Rats",839,9,HIG,"Highland Wolf","WDY @ HIG"
528,38,844,13,MHT,"Minhattrick Swayzes",840,50,ING,"Inglewood Monstars","MHT @ ING"
529,38,841,14,ITA,"Italy EBC",857,29,TBP,"Thunder Bay Pike","ITA @ TBP"
530,38,843,54,KAR,"Karolina Kaos",842,39,MHA,"Maryhill Alumni","KAR @ MHA"
531,38,834,58,BFC,"Betty Ford Clinic",858,15,VHV,"Valhalla Vikings","BFC @ VHV"
532,38,832,65,BAR,"Barrie Dolts",838,37,HAM,"Hamilton Mustangs","BAR @ HAM"
533,39,851,66,ROC,"Rockford Villains",831,2,AUT,"Autobahn","ROC @ AUT"
534,39,850,19,RIC,"Richfield Oracles",832,65,BAR,"Barrie Dolts","RIC @ BAR"
535,39,852,60,SHS,"South Hills Shindigaz",849,30,PRO,"Providence Sea Bass","SHS @ PRO"
536,39,848,17,PIT,"Pitt Intramurals",834,58,BFC,"Betty Ford Clinic","PIT @ BFC"
537,39,853,20,SVF,"Sugar Valley Firebirds",847,51,OCW,"Orange County Weststars","SVF @ OCW"
538,39,846,26,NBK,"North Bay Knights",836,18,ETI,"Easter Island Stoneheads","NBK @ ETI"
539,39,854,21,SUM,"Sumter Trash",845,12,MGG,"Minnesota Golden Gophers","SUM @ MGG"
540,39,859,63,WDY,"Woodlynne Rats",838,37,HAM,"Hamilton Mustangs","WDY @ HAM"
541,39,844,13,MHT,"Minhattrick Swayzes",839,9,HIG,"Highland Wolf","MHT @ HIG"
542,39,840,50,ING,"Inglewood Monstars",856,24,TEG,"Tegucigalpa Ticklepuss","ING @ TEG"
543,39,843,54,KAR,"Karolina Kaos",841,14,ITA,"Italy EBC","KAR @ ITA"
544,39,842,39,MHA,"Maryhill Alumni",857,29,TBP,"Thunder Bay Pike","MHA @ TBP"
545,39,855,28,TAI,"Taipei Typhoons",833,49,BAY,"Baytown Thunder","TAI @ BAY"
546,39,858,15,VHV,"Valhalla Vikings",837,25,GRH,"Grand River Herons","VHV @ GRH"
547,40,831,2,AUT,"Autobahn",850,19,RIC,"Richfield Oracles","AUT @ RIC"
548,40,851,66,ROC,"Rockford Villains",849,30,PRO,"Providence Sea Bass","ROC @ PRO"
549,40,848,17,PIT,"Pitt Intramurals",833,49,BAY,"Baytown Thunder","PIT @ BAY"
550,40,852,60,SHS,"South Hills Shindigaz",847,51,OCW,"Orange County Weststars","SHS @ OCW"
551,40,846,26,NBK,"North Bay Knights",835,67,DHG,"Devil Hill Goblins","NBK @ DHG"
552,40,853,20,SVF,"Sugar Valley Firebirds",845,12,MGG,"Minnesota Golden Gophers","SVF @ MGG"
553,40,859,63,WDY,"Woodlynne Rats",837,25,GRH,"Grand River Herons","WDY @ GRH"
554,40,844,13,MHT,"Minhattrick Swayzes",838,37,HAM,"Hamilton Mustangs","MHT @ HAM"
555,40,839,9,HIG,"Highland Wolf",855,28,TAI,"Taipei Typhoons","HIG @ TAI"
556,40,843,54,KAR,"Karolina Kaos",840,50,ING,"Inglewood Monstars","KAR @ ING"
557,40,841,14,ITA,"Italy EBC",856,24,TEG,"Tegucigalpa Ticklepuss","ITA @ TEG"
558,40,836,18,ETI,"Easter Island Stoneheads",842,39,MHA,"Maryhill Alumni","ETI @ MHA"
559,40,834,58,BFC,"Betty Ford Clinic",857,29,TBP,"Thunder Bay Pike","BFC @ TBP"
560,40,854,21,SUM,"Sumter Trash",858,15,VHV,"Valhalla Vikings","SUM @ VHV"
561,41,849,30,PRO,"Providence Sea Bass",831,2,AUT,"Autobahn","PRO @ AUT"
562,41,848,17,PIT,"Pitt Intramurals",832,65,BAR,"Barrie Dolts","PIT @ BAR"
563,41,851,66,ROC,"Rockford Villains",847,51,OCW,"Orange County Weststars","ROC @ OCW"
564,41,846,26,NBK,"North Bay Knights",834,58,BFC,"Betty Ford Clinic","NBK @ BFC"
565,41,852,60,SHS,"South Hills Shindigaz",845,12,MGG,"Minnesota Golden Gophers","SHS @ MGG"
566,41,859,63,WDY,"Woodlynne Rats",836,18,ETI,"Easter Island Stoneheads","WDY @ ETI"
567,41,837,25,GRH,"Grand River Herons",853,20,SVF,"Sugar Valley Firebirds","GRH @ SVF"
568,41,843,54,KAR,"Karolina Kaos",838,37,HAM,"Hamilton Mustangs","KAR @ HAM"
569,41,839,9,HIG,"Highland Wolf",854,21,SUM,"Sumter Trash","HIG @ SUM"
570,41,841,14,ITA,"Italy EBC",840,50,ING,"Inglewood Monstars","ITA @ ING"
571,41,842,39,MHA,"Maryhill Alumni",855,28,TAI,"Taipei Typhoons","MHA @ TAI"
572,41,856,24,TEG,"Tegucigalpa Ticklepuss",844,13,MHT,"Minhattrick Swayzes","TEG @ MHT"
573,41,833,49,BAY,"Baytown Thunder",858,15,VHV,"Valhalla Vikings","BAY @ VHV"
574,41,857,29,TBP,"Thunder Bay Pike",835,67,DHG,"Devil Hill Goblins","TBP @ DHG"
575,42,831,2,AUT,"Autobahn",848,17,PIT,"Pitt Intramurals","AUT @ PIT"
576,42,849,30,PRO,"Providence Sea Bass",847,51,OCW,"Orange County Weststars","PRO @ OCW"
577,42,846,26,NBK,"North Bay Knights",833,49,BAY,"Baytown Thunder","NBK @ BAY"
578,42,851,66,ROC,"Rockford Villains",845,12,MGG,"Minnesota Golden Gophers","ROC @ MGG"
579,42,859,63,WDY,"Woodlynne Rats",835,67,DHG,"Devil Hill Goblins","WDY @ DHG"
580,42,836,18,ETI,"Easter Island Stoneheads",844,13,MHT,"Minhattrick Swayzes","ETI @ MHT"
581,42,843,54,KAR,"Karolina Kaos",837,25,GRH,"Grand River Herons","KAR @ GRH"
582,42,838,37,HAM,"Hamilton Mustangs",853,20,SVF,"Sugar Valley Firebirds","HAM @ SVF"
583,42,841,14,ITA,"Italy EBC",839,9,HIG,"Highland Wolf","ITA @ HIG"
584,42,840,50,ING,"Inglewood Monstars",852,60,SHS,"South Hills Shindigaz","ING @ SHS"
585,42,842,39,MHA,"Maryhill Alumni",854,21,SUM,"Sumter Trash","MHA @ SUM"
586,42,846,26,NBK,"North Bay Knights",850,19,RIC,"Richfield Oracles","NBK @ RIC"
587,42,855,28,TAI,"Taipei Typhoons",834,58,BFC,"Betty Ford Clinic","TAI @ BFC"
588,42,858,15,VHV,"Valhalla Vikings",856,24,TEG,"Tegucigalpa Ticklepuss","VHV @ TEG"
589,43,847,51,OCW,"Orange County Weststars",831,2,AUT,"Autobahn","OCW @ AUT"
590,43,846,26,NBK,"North Bay Knights",832,65,BAR,"Barrie Dolts","NBK @ BAR"
591,43,849,30,PRO,"Providence Sea Bass",845,12,MGG,"Minnesota Golden Gophers","PRO @ MGG"
592,43,859,63,WDY,"Woodlynne Rats",834,58,BFC,"Betty Ford Clinic","WDY @ BFC"
593,43,835,67,DHG,"Devil Hill Goblins",851,66,ROC,"Rockford Villains","DHG @ ROC"
594,43,843,54,KAR,"Karolina Kaos",836,18,ETI,"Easter Island Stoneheads","KAR @ ETI"
595,43,837,25,GRH,"Grand River Herons",844,13,MHT,"Minhattrick Swayzes","GRH @ MHT"
596,43,841,14,ITA,"Italy EBC",838,37,HAM,"Hamilton Mustangs","ITA @ HAM"
597,43,839,9,HIG,"Highland Wolf",852,60,SHS,"South Hills Shindigaz","HIG @ SHS"
598,43,842,39,MHA,"Maryhill Alumni",840,50,ING,"Inglewood Monstars","MHA @ ING"
599,43,848,17,PIT,"Pitt Intramurals",853,20,SVF,"Sugar Valley Firebirds","PIT @ SVF"
600,43,854,21,SUM,"Sumter Trash",850,19,RIC,"Richfield Oracles","SUM @ RIC"
601,43,833,49,BAY,"Baytown Thunder",856,24,TEG,"Tegucigalpa Ticklepuss","BAY @ TEG"
602,43,858,15,VHV,"Valhalla Vikings",857,29,TBP,"Thunder Bay Pike","VHV @ TBP"
603,44,831,2,AUT,"Autobahn",846,26,NBK,"North Bay Knights","AUT @ NBK"
604,44,847,51,OCW,"Orange County Weststars",845,12,MGG,"Minnesota Golden Gophers","OCW @ MGG"
605,44,859,63,WDY,"Woodlynne Rats",833,49,BAY,"Baytown Thunder","WDY @ BAY"
606,44,834,58,BFC,"Betty Ford Clinic",849,30,PRO,"Providence Sea Bass","BFC @ PRO"
607,44,843,54,KAR,"Karolina Kaos",835,67,DHG,"Devil Hill Goblins","KAR @ DHG"
608,44,851,66,ROC,"Rockford Villains",844,13,MHT,"Minhattrick Swayzes","ROC @ MHT"
609,44,841,14,ITA,"Italy EBC",837,25,GRH,"Grand River Herons","ITA @ GRH"
610,44,838,37,HAM,"Hamilton Mustangs",836,18,ETI,"Easter Island Stoneheads","HAM @ ETI"
611,44,842,39,MHA,"Maryhill Alumni",839,9,HIG,"Highland Wolf","MHA @ HIG"
612,44,840,50,ING,"Inglewood Monstars",851,66,ROC,"Rockford Villains","ING @ ROC"
613,44,850,19,RIC,"Richfield Oracles",848,17,PIT,"Pitt Intramurals","RIC @ PIT"
614,44,853,20,SVF,"Sugar Valley Firebirds",852,60,SHS,"South Hills Shindigaz","SVF @ SHS"
615,44,832,65,BAR,"Barrie Dolts",857,29,TBP,"Thunder Bay Pike","BAR @ TBP"
616,44,856,24,TEG,"Tegucigalpa Ticklepuss",855,28,TAI,"Taipei Typhoons","TEG @ TAI"
617,45,845,12,MGG,"Minnesota Golden Gophers",831,2,AUT,"Autobahn","MGG @ AUT"
618,45,859,63,WDY,"Woodlynne Rats",832,65,BAR,"Barrie Dolts","WDY @ BAR"
619,45,833,49,BAY,"Baytown Thunder",846,26,NBK,"North Bay Knights","BAY @ NBK"
620,45,843,54,KAR,"Karolina Kaos",834,58,BFC,"Betty Ford Clinic","KAR @ BFC"
621,45,849,30,PRO,"Providence Sea Bass",844,13,MHT,"Minhattrick Swayzes","PRO @ MHT"
622,45,841,14,ITA,"Italy EBC",836,18,ETI,"Easter Island Stoneheads","ITA @ ETI"
623,45,837,25,GRH,"Grand River Herons",835,67,DHG,"Devil Hill Goblins","GRH @ DHG"
624,45,842,39,MHA,"Maryhill Alumni",838,37,HAM,"Hamilton Mustangs","MHA @ HAM"
625,45,839,9,HIG,"Highland Wolf",847,51,OCW,"Orange County Weststars","HIG @ OCW"
626,45,848,17,PIT,"Pitt Intramurals",840,50,ING,"Inglewood Monstars","PIT @ ING"
627,45,852,60,SHS,"South Hills Shindigaz",850,19,RIC,"Richfield Oracles","SHS @ RIC"
628,45,854,21,SUM,"Sumter Trash",853,20,SVF,"Sugar Valley Firebirds","SUM @ SVF"
629,45,855,28,TAI,"Taipei Typhoons",858,15,VHV,"Valhalla Vikings","TAI @ VHV"
630,45,857,29,TBP,"Thunder Bay Pike",856,24,TEG,"Tegucigalpa Ticklepuss","TBP @ TEG"
631,46,831,2,AUT,"Autobahn",844,13,MHT,"Minhattrick Swayzes","AUT @ MHT"
632,46,832,65,BAR,"Barrie Dolts",845,12,MGG,"Minnesota Golden Gophers","BAR @ MGG"
633,46,843,54,KAR,"Karolina Kaos",833,49,BAY,"Baytown Thunder","KAR @ BAY"
634,46,834,58,BFC,"Betty Ford Clinic",846,26,NBK,"North Bay Knights","BFC @ NBK"
635,46,841,14,ITA,"Italy EBC",835,67,DHG,"Devil Hill Goblins","ITA @ DHG"
636,46,836,18,ETI,"Easter Island Stoneheads",849,30,PRO,"Providence Sea Bass","ETI @ PRO"
637,46,842,39,MHA,"Maryhill Alumni",837,25,GRH,"Grand River Herons","MHA @ GRH"
638,46,838,37,HAM,"Hamilton Mustangs",847,51,OCW,"Orange County Weststars","HAM @ OCW"
639,46,848,17,PIT,"Pitt Intramurals",839,9,HIG,"Highland Wolf","PIT @ HIG"
640,46,850,19,RIC,"Richfield Oracles",840,50,ING,"Inglewood Monstars","RIC @ ING"
641,46,852,60,SHS,"South Hills Shindigaz",851,66,ROC,"Rockford Villains","SHS @ ROC"
642,46,859,63,WDY,"Woodlynne Rats",853,20,SVF,"Sugar Valley Firebirds","WDY @ SVF"
643,46,855,28,TAI,"Taipei Typhoons",857,29,TBP,"Thunder Bay Pike","TAI @ TBP"
644,46,856,24,TEG,"Tegucigalpa Ticklepuss",858,15,VHV,"Valhalla Vikings","TEG @ VHV"
645,47,843,54,KAR,"Karolina Kaos",831,2,AUT,"Autobahn","KAR @ AUT"
646,47,844,13,MHT,"Minhattrick Swayzes",832,65,BAR,"Barrie Dolts","MHT @ BAR"
647,47,833,49,BAY,"Baytown Thunder",841,14,ITA,"Italy EBC","BAY @ ITA"
648,47,845,12,MGG,"Minnesota Golden Gophers",834,58,BFC,"Betty Ford Clinic","MGG @ BFC"
649,47,835,67,DHG,"Devil Hill Goblins",842,39,MHA,"Maryhill Alumni","DHG @ MHA"
650,47,846,26,NBK,"North Bay Knights",836,18,ETI,"Easter Island Stoneheads","NBK @ ETI"
651,47,837,25,GRH,"Grand River Herons",847,51,OCW,"Orange County Weststars","GRH @ OCW"
652,47,848,17,PIT,"Pitt Intramurals",838,37,HAM,"Hamilton Mustangs","PIT @ HAM"
653,47,839,9,HIG,"Highland Wolf",849,30,PRO,"Providence Sea Bass","HIG @ PRO"
654,47,851,66,ROC,"Rockford Villains",840,50,ING,"Inglewood Monstars","ROC @ ING"
655,47,859,63,WDY,"Woodlynne Rats",852,60,SHS,"South Hills Shindigaz","WDY @ SHS"
656,47,853,20,SVF,"Sugar Valley Firebirds",850,19,RIC,"Richfield Oracles","SVF @ RIC"
657,47,857,29,TBP,"Thunder Bay Pike",854,21,SUM,"Sumter Trash","TBP @ SUM"
658,47,858,15,VHV,"Valhalla Vikings",855,28,TAI,"Taipei Typhoons","VHV @ TAI"
659,48,831,2,AUT,"Autobahn",842,39,MHA,"Maryhill Alumni","AUT @ MHA"
660,48,832,65,BAR,"Barrie Dolts",843,54,KAR,"Karolina Kaos","BAR @ KAR"
661,48,844,13,MHT,"Minhattrick Swayzes",833,49,BAY,"Baytown Thunder","MHT @ BAY"
662,48,834,58,BFC,"Betty Ford Clinic",841,14,ITA,"Italy EBC","BFC @ ITA"
663,48,845,12,MGG,"Minnesota Golden Gophers",835,67,DHG,"Devil Hill Goblins","MGG @ DHG"
664,48,836,18,ETI,"Easter Island Stoneheads",847,51,OCW,"Orange County Weststars","ETI @ OCW"
665,48,846,26,NBK,"North Bay Knights",837,25,GRH,"Grand River Herons","NBK @ GRH"
666,48,838,37,HAM,"Hamilton Mustangs",848,17,PIT,"Pitt Intramurals","HAM @ PIT"
667,48,850,19,RIC,"Richfield Oracles",839,9,HIG,"Highland Wolf","RIC @ HIG"
668,48,849,30,PRO,"Providence Sea Bass",851,66,ROC,"Rockford Villains","PRO @ ROC"
669,48,852,60,SHS,"South Hills Shindigaz",840,50,ING,"Inglewood Monstars","SHS @ ING"
670,48,859,63,WDY,"Woodlynne Rats",854,21,SUM,"Sumter Trash","WDY @ SUM"
671,48,857,29,TBP,"Thunder Bay Pike",853,20,SVF,"Sugar Valley Firebirds","TBP @ SVF"
672,48,855,28,TAI,"Taipei Typhoons",856,24,TEG,"Tegucigalpa Ticklepuss","TAI @ TEG"
673,49,841,14,ITA,"Italy EBC",831,2,AUT,"Autobahn","ITA @ AUT"
674,49,842,39,MHA,"Maryhill Alumni",832,65,BAR,"Barrie Dolts","MHA @ BAR"
675,49,833,49,BAY,"Baytown Thunder",843,54,KAR,"Karolina Kaos","BAY @ KAR"
676,49,844,13,MHT,"Minhattrick Swayzes",834,58,BFC,"Betty Ford Clinic","MHT @ BFC"
677,49,835,67,DHG,"Devil Hill Goblins",847,51,OCW,"Orange County Weststars","DHG @ OCW"
678,49,845,12,MGG,"Minnesota Golden Gophers",836,18,ETI,"Easter Island Stoneheads","MGG @ ETI"
679,49,837,25,GRH,"Grand River Herons",848,17,PIT,"Pitt Intramurals","GRH @ PIT"
680,49,846,26,NBK,"North Bay Knights",838,37,HAM,"Hamilton Mustangs","NBK @ HAM"
681,49,851,66,ROC,"Rockford Villains",839,9,HIG,"Highland Wolf","ROC @ HIG"
682,49,850,19,RIC,"Richfield Oracles",849,30,PRO,"Providence Sea Bass","RIC @ PRO"
683,49,854,21,SUM,"Sumter Trash",840,50,ING,"Inglewood Monstars","SUM @ ING"
684,49,852,60,SHS,"South Hills Shindigaz",859,63,WDY,"Woodlynne Rats","SHS @ WDY"
685,49,853,20,SVF,"Sugar Valley Firebirds",857,29,TBP,"Thunder Bay Pike","SVF @ TBP"
686,49,856,24,TEG,"Tegucigalpa Ticklepuss",858,15,VHV,"Valhalla Vikings","TEG @ VHV"
687,50,831,2,AUT,"Autobahn",840,50,ING,"Inglewood Monstars","AUT @ ING"
688,50,832,65,BAR,"Barrie Dolts",841,14,ITA,"Italy EBC","BAR @ ITA"
689,50,842,39,MHA,"Maryhill Alumni",833,49,BAY,"Baytown Thunder","MHA @ BAY"
690,50,834,58,BFC,"Betty Ford Clinic",843,54,KAR,"Karolina Kaos","BFC @ KAR"
691,50,844,13,MHT,"Minhattrick Swayzes",835,67,DHG,"Devil Hill Goblins","MHT @ DHG"
692,50,836,18,ETI,"Easter Island Stoneheads",848,17,PIT,"Pitt Intramurals","ETI @ PIT"
693,50,847,51,OCW,"Orange County Weststars",837,25,GRH,"Grand River Herons","OCW @ GRH"
694,50,838,37,HAM,"Hamilton Mustangs",845,12,MGG,"Minnesota Golden Gophers","HAM @ MGG"
695,50,849,30,PRO,"Providence Sea Bass",839,9,HIG,"Highland Wolf","PRO @ HIG"
696,50,851,66,ROC,"Rockford Villains",850,19,RIC,"Richfield Oracles","ROC @ RIC"
697,50,846,26,NBK,"North Bay Knights",859,63,WDY,"Woodlynne Rats","NBK @ WDY"
698,50,854,21,SUM,"Sumter Trash",852,60,SHS,"South Hills Shindigaz","SUM @ SHS"
699,50,853,20,SVF,"Sugar Valley Firebirds",856,24,TEG,"Tegucigalpa Ticklepuss","SVF @ TEG"
700,50,857,29,TBP,"Thunder Bay Pike",855,28,TAI,"Taipei Typhoons","TBP @ TAI"
701,51,839,9,HIG,"Highland Wolf",831,2,AUT,"Autobahn","HIG @ AUT"
702,51,840,50,ING,"Inglewood Monstars",832,65,BAR,"Barrie Dolts","ING @ BAR"
703,51,833,49,BAY,"Baytown Thunder",841,14,ITA,"Italy EBC","BAY @ ITA"
704,51,842,39,MHA,"Maryhill Alumni",834,58,BFC,"Betty Ford Clinic","MHA @ BFC"
705,51,835,67,DHG,"Devil Hill Goblins",843,54,KAR,"Karolina Kaos","DHG @ KAR"
706,51,844,13,MHT,"Minhattrick Swayzes",836,18,ETI,"Easter Island Stoneheads","MHT @ ETI"
707,51,837,25,GRH,"Grand River Herons",845,12,MGG,"Minnesota Golden Gophers","GRH @ MGG"
708,51,847,51,OCW,"Orange County Weststars",838,37,HAM,"Hamilton Mustangs","OCW @ HAM"
709,51,848,17,PIT,"Pitt Intramurals",850,19,RIC,"Richfield Oracles","PIT @ RIC"
710,51,851,66,ROC,"Rockford Villains",849,30,PRO,"Providence Sea Bass","ROC @ PRO"
711,51,854,21,SUM,"Sumter Trash",859,63,WDY,"Woodlynne Rats","SUM @ WDY"
712,51,852,60,SHS,"South Hills Shindigaz",846,26,NBK,"North Bay Knights","SHS @ NBK"
713,51,853,20,SVF,"Sugar Valley Firebirds",855,28,TAI,"Taipei Typhoons","SVF @ TAI"
714,51,858,15,VHV,"Valhalla Vikings",857,29,TBP,"Thunder Bay Pike","VHV @ TBP"
715,52,831,2,AUT,"Autobahn",838,37,HAM,"Hamilton Mustangs","AUT @ HAM"
716,52,832,65,BAR,"Barrie Dolts",839,9,HIG,"Highland Wolf","BAR @ HIG"
717,52,840,50,ING,"Inglewood Monstars",833,49,BAY,"Baytown Thunder","ING @ BAY"
718,52,841,14,ITA,"Italy EBC",834,58,BFC,"Betty Ford Clinic","ITA @ BFC"
719,52,842,39,MHA,"Maryhill Alumni",835,67,DHG,"Devil Hill Goblins","MHA @ DHG"
720,52,836,18,ETI,"Easter Island Stoneheads",843,54,KAR,"Karolina Kaos","ETI @ KAR"
721,52,844,13,MHT,"Minhattrick Swayzes",837,25,GRH,"Grand River Herons","MHT @ GRH"
722,52,847,51,OCW,"Orange County Weststars",845,12,MGG,"Minnesota Golden Gophers","OCW @ MGG"
723,52,846,26,NBK,"North Bay Knights",850,19,RIC,"Richfield Oracles","NBK @ RIC"
724,52,851,66,ROC,"Rockford Villains",848,17,PIT,"Pitt Intramurals","ROC @ PIT"
725,52,849,30,PRO,"Providence Sea Bass",852,60,SHS,"South Hills Shindigaz","PRO @ SHS"
726,52,856,24,TEG,"Tegucigalpa Ticklepuss",854,21,SUM,"Sumter Trash","TEG @ SUM"
727,52,858,15,VHV,"Valhalla Vikings",853,20,SVF,"Sugar Valley Firebirds","VHV @ SVF"
728,52,855,28,TAI,"Taipei Typhoons",859,63,WDY,"Woodlynne Rats","TAI @ WDY"
729,53,837,25,GRH,"Grand River Herons",831,2,AUT,"Autobahn","GRH @ AUT"
730,53,838,37,HAM,"Hamilton Mustangs",832,65,BAR,"Barrie Dolts","HAM @ BAR"
731,53,833,49,BAY,"Baytown Thunder",839,9,HIG,"Highland Wolf","BAY @ HIG"
732,53,840,50,ING,"Inglewood Monstars",834,58,BFC,"Betty Ford Clinic","ING @ BFC"
733,53,835,67,DHG,"Devil Hill Goblins",841,14,ITA,"Italy EBC","DHG @ ITA"
734,53,842,39,MHA,"Maryhill Alumni",836,18,ETI,"Easter Island Stoneheads","MHA @ ETI"
735,53,845,12,MGG,"Minnesota Golden Gophers",843,54,KAR,"Karolina Kaos","MGG @ KAR"
736,53,844,13,MHT,"Minhattrick Swayzes",838,37,HAM,"Hamilton Mustangs","MHT @ HAM"
737,53,846,26,NBK,"North Bay Knights",848,17,PIT,"Pitt Intramurals","NBK @ PIT"
738,53,847,51,OCW,"Orange County Weststars",850,19,RIC,"Richfield Oracles","OCW @ RIC"
739,53,851,66,ROC,"Rockford Villains",852,60,SHS,"South Hills Shindigaz","ROC @ SHS"
740,53,856,24,TEG,"Tegucigalpa Ticklepuss",849,30,PRO,"Providence Sea Bass","TEG @ PRO"
741,53,858,15,VHV,"Valhalla Vikings",854,21,SUM,"Sumter Trash","VHV @ SUM"
742,53,859,63,WDY,"Woodlynne Rats",857,29,TBP,"Thunder Bay Pike","WDY @ TBP"
743,54,831,2,AUT,"Autobahn",836,18,ETI,"Easter Island Stoneheads","AUT @ ETI"
744,54,832,65,BAR,"Barrie Dolts",837,25,GRH,"Grand River Herons","BAR @ GRH"
745,54,838,37,HAM,"Hamilton Mustangs",833,49,BAY,"Baytown Thunder","HAM @ BAY"
746,54,834,58,BFC,"Betty Ford Clinic",839,9,HIG,"Highland Wolf","BFC @ HIG"
747,54,840,50,ING,"Inglewood Monstars",835,67,DHG,"Devil Hill Goblins","ING @ DHG"
748,54,845,12,MGG,"Minnesota Golden Gophers",841,14,ITA,"Italy EBC","MGG @ ITA"
749,54,844,13,MHT,"Minhattrick Swayzes",842,39,MHA,"Maryhill Alumni","MHT @ MHA"
750,54,847,51,OCW,"Orange County Weststars",846,26,NBK,"North Bay Knights","OCW @ NBK"
751,54,852,60,SHS,"South Hills Shindigaz",848,17,PIT,"Pitt Intramurals","SHS @ PIT"
752,54,856,24,TEG,"Tegucigalpa Ticklepuss",850,19,RIC,"Richfield Oracles","TEG @ RIC"
753,54,858,15,VHV,"Valhalla Vikings",851,66,ROC,"Rockford Villains","VHV @ ROC"
754,54,857,29,TBP,"Thunder Bay Pike",849,30,PRO,"Providence Sea Bass","TBP @ PRO"
755,54,855,28,TAI,"Taipei Typhoons",853,20,SVF,"Sugar Valley Firebirds","TAI @ SVF"
756,54,854,21,SUM,"Sumter Trash",843,54,KAR,"Karolina Kaos","SUM @ KAR"
757,55,835,67,DHG,"Devil Hill Goblins",831,2,AUT,"Autobahn","DHG @ AUT"
758,55,836,18,ETI,"Easter Island Stoneheads",832,65,BAR,"Barrie Dolts","ETI @ BAR"
759,55,833,49,BAY,"Baytown Thunder",837,25,GRH,"Grand River Herons","BAY @ GRH"
760,55,838,37,HAM,"Hamilton Mustangs",834,58,BFC,"Betty Ford Clinic","HAM @ BFC"
761,55,845,12,MGG,"Minnesota Golden Gophers",839,9,HIG,"Highland Wolf","MGG @ HIG"
762,55,844,13,MHT,"Minhattrick Swayzes",840,50,ING,"Inglewood Monstars","MHT @ ING"
763,55,847,51,OCW,"Orange County Weststars",841,14,ITA,"Italy EBC","OCW @ ITA"
764,55,848,17,PIT,"Pitt Intramurals",842,39,MHA,"Maryhill Alumni","PIT @ MHA"
765,55,856,24,TEG,"Tegucigalpa Ticklepuss",846,26,NBK,"North Bay Knights","TEG @ NBK"
766,55,858,15,VHV,"Valhalla Vikings",847,51,OCW,"Orange County Weststars","VHV @ OCW"
767,55,857,29,TBP,"Thunder Bay Pike",852,60,SHS,"South Hills Shindigaz","TBP @ SHS"
768,55,855,28,TAI,"Taipei Typhoons",850,19,RIC,"Richfield Oracles","TAI @ RIC"
769,55,854,21,SUM,"Sumter Trash",851,66,ROC,"Rockford Villains","SUM @ ROC"
770,55,853,20,SVF,"Sugar Valley Firebirds",849,30,PRO,"Providence Sea Bass","SVF @ PRO"
771,56,831,2,AUT,"Autobahn",834,58,BFC,"Betty Ford Clinic","AUT @ BFC"
772,56,832,65,BAR,"Barrie Dolts",835,67,DHG,"Devil Hill Goblins","BAR @ DHG"
773,56,836,18,ETI,"Easter Island Stoneheads",833,49,BAY,"Baytown Thunder","ETI @ BAY"
774,56,845,12,MGG,"Minnesota Golden Gophers",837,25,GRH,"Grand River Herons","MGG @ GRH"
775,56,844,13,MHT,"Minhattrick Swayzes",838,37,HAM,"Hamilton Mustangs","MHT @ HAM"
776,56,847,51,OCW,"Orange County Weststars",839,9,HIG,"Highland Wolf","OCW @ HIG"
777,56,848,17,PIT,"Pitt Intramurals",840,50,ING,"Inglewood Monstars","PIT @ ING"
