Game #,Round,Away ID,Away Num,Away Abbr,Away Team,Home ID,Home Num,Home Abbr,Home Team,Matchup
1,1,832,65,BAR,"Barrie Dolts",859,63,WDY,"Woodlynne Rats","BAR @ WDY"
2,1,858,15,VHV,"Valhalla Vikings",833,49,BAY,"Baytown Thunder","VHV @ BAY"
3,1,834,58,BFC,"Betty Ford Clinic",857,29,TBP,"Thunder Bay Pike","BFC @ TBP"
4,1,856,24,TEG,"Tegucigalpa Ticklepuss",835,67,DHG,"Devil Hill Goblins","TEG @ DHG"
5,1,836,18,ETI,"Easter Island Stoneheads",855,28,TAI,"Taipei Typhoons","ETI @ TAI"
6,1,854,21,SUM,"Sumter Trash",837,25,GRH,"Grand River Herons","SUM @ GRH"
7,1,838,37,HAM,"Hamilton Mustangs",853,20,SVF,"Sugar Valley Firebirds","HAM @ SVF"
8,1,852,60,SHS,"South Hills Shindigaz",839,9,HIG,"Highland Wolf","SHS @ HIG"
9,1,840,50,ING,"Inglewood Monstars",851,66,ROC,"Rockford Villains","ING @ ROC"
10,1,850,19,RIC,"Richfield Oracles",841,14,ITA,"Italy EBC","RIC @ ITA"
11,1,842,39,MHA,"Maryhill Alumni",849,30,PRO,"Providence Sea Bass","MHA @ PRO"
12,1,848,17,PIT,"Pitt Intramurals",843,54,KAR,"Karolina Kaos","PIT @ KAR"
13,1,844,13,MHT,"Minhattrick Swayzes",847,51,OCW,"Orange County Weststars","MHT @ OCW"
14,1,846,26,NBK,"North Bay Knights",845,12,MGG,"Minnesota Golden Gophers","NBK @ MGG"
15,2,831,2,AUT,"Autobahn",859,63,WDY,"Woodlynne Rats","AUT @ WDY"
16,2,832,65,BAR,"Barrie Dolts",858,15,VHV,"Valhalla Vikings","BAR @ VHV"
17,2,857,29,TBP,"Thunder Bay Pike",833,49,BAY,"Baytown Thunder","TBP @ BAY"
18,2,834,58,BFC,"Betty Ford Clinic",856,24,TEG,"Tegucigalpa Ticklepuss","BFC @ TEG"
19,2,855,28,TAI,"Taipei Typhoons",835,67,DHG,"Devil Hill Goblins","TAI @ DHG"
20,2,836,18,ETI,"Easter Island Stoneheads",854,21,SUM,"Sumter Trash","ETI @ SUM"
21,2,853,20,SVF,"Sugar Valley Firebirds",837,25,GRH,"Grand River Herons","SVF @ GRH"
22,2,838,37,HAM,"Hamilton Mustangs",852,60,SHS,"South Hills Shindigaz","HAM @ SHS"
23,2,851,66,ROC,"Rockford Villains",839,9,HIG,"Highland Wolf","ROC @ HIG"
24,2,840,50,ING,"Inglewood Monstars",850,19,RIC,"Richfield Oracles","ING @ RIC"
25,2,849,30,PRO,"Providence Sea Bass",841,14,ITA,"Italy EBC","PRO @ ITA"
26,2,842,39,MHA,"Maryhill Alumni",848,17,PIT,"Pitt Intramurals","MHA @ PIT"
27,2,847,51,OCW,"Orange County Weststars",843,54,KAR,"Karolina Kaos","OCW @ KAR"
28,2,844,13,MHT,"Minhattrick Swayzes",846,26,NBK,"North Bay Knights","MHT @ NBK"
29,3,858,15,VHV,"Valhalla Vikings",831,2,AUT,"Autobahn","VHV @ AUT"
30,3,857,29,TBP,"Thunder Bay Pike",859,63,WDY,"Woodlynne Rats","TBP @ WDY"
31,3,833,49,BAY,"Baytown Thunder",856,24,TEG,"Tegucigalpa Ticklepuss","BAY @ TEG"
32,3,855,28,TAI,"Taipei Typhoons",834,58,BFC,"Betty Ford Clinic","TAI @ BFC"
33,3,835,67,DHG,"Devil Hill Goblins",854,21,SUM,"Sumter Trash","DHG @ SUM"
34,3,853,20,SVF,"Sugar Valley Firebirds",836,18,ETI,"Easter Island Stoneheads","SVF @ ETI"
35,3,837,25,GRH,"Grand River Herons",852,60,SHS,"South Hills Shindigaz","GRH @ SHS"
36,3,851,66,ROC,"Rockford Villains",838,37,HAM,"Hamilton Mustangs","ROC @ HAM"
37,3,839,9,HIG,"Highland Wolf",850,19,RIC,"Richfield Oracles","HIG @ RIC"
38,3,849,30,PRO,"Providence Sea Bass",840,50,ING,"Inglewood Monstars","PRO @ ING"
39,3,841,14,ITA,"Italy EBC",848,17,PIT,"Pitt Intramurals","ITA @ PIT"
40,3,847,51,OCW,"Orange County Weststars",842,39,MHA,"Maryhill Alumni","OCW @ MHA"
41,3,843,54,KAR,"Karolina Kaos",846,26,NBK,"North Bay Knights","KAR @ NBK"
42,3,845,12,MGG,"Minnesota Golden Gophers",844,13,MHT,"Minhattrick Swayzes","MGG @ MHT"
43,4,831,2,AUT,"Autobahn",857,29,TBP,"Thunder Bay Pike","AUT @ TBP"
44,4,832,65,BAR,"Barrie Dolts",856,24,TEG,"Tegucigalpa Ticklepuss","BAR @ TEG"
45,4,855,28,TAI,"Taipei Typhoons",858,15,VHV,"Valhalla Vikings","TAI @ VHV"
46,4,834,58,BFC,"Betty Ford Clinic",854,21,SUM,"Sumter Trash","BFC @ SUM"
47,4,853,20,SVF,"Sugar Valley Firebirds",835,67,DHG,"Devil Hill Goblins","SVF @ DHG"
48,4,836,18,ETI,"Easter Island Stoneheads",852,60,SHS,"South Hills Shindigaz","ETI @ SHS"
49,4,851,66,ROC,"Rockford Villains",837,25,GRH,"Grand River Herons","ROC @ GRH"
50,4,838,37,HAM,"Hamilton Mustangs",850,19,RIC,"Richfield Oracles","HAM @ RIC"
51,4,849,30,PRO,"Providence Sea Bass",839,9,HIG,"Highland Wolf","PRO @ HIG"
52,4,840,50,ING,"Inglewood Monstars",848,17,PIT,"Pitt Intramurals","ING @ PIT"
53,4,847,51,OCW,"Orange County Weststars",841,14,ITA,"Italy EBC","OCW @ ITA"
54,4,842,39,MHA,"Maryhill Alumni",846,26,NBK,"North Bay Knights","MHA @ NBK"
55,4,845,12,MGG,"Minnesota Golden Gophers",843,54,KAR,"Karolina Kaos","MGG @ KAR"
56,4,859,63,WDY,"Woodlynne Rats",844,13,MHT,"Minhattrick Swayzes","WDY @ MHT"
57,5,856,24,TEG,"Tegucigalpa Ticklepuss",831,2,AUT,"Autobahn","TEG @ AUT"
58,5,855,28,TAI,"Taipei Typhoons",857,29,TBP,"Thunder Bay Pike","TAI @ TBP"
59,5,833,49,BAY,"Baytown Thunder",854,21,SUM,"Sumter Trash","BAY @ SUM"
60,5,853,20,SVF,"Sugar Valley Firebirds",858,15,VHV,"Valhalla Vikings","SVF @ VHV"
61,5,835,67,DHG,"Devil Hill Goblins",852,60,SHS,"South Hills Shindigaz","DHG @ SHS"
62,5,851,66,ROC,"Rockford Villains",836,18,ETI,"Easter Island Stoneheads","ROC @ ETI"
63,5,837,25,GRH,"Grand River Herons",850,19,RIC,"Richfield Oracles","GRH @ RIC"
64,5,849,30,PRO,"Providence Sea Bass",838,37,HAM,"Hamilton Mustangs","PRO @ HAM"
65,5,839,9,HIG,"Highland Wolf",848,17,PIT,"Pitt Intramurals","HIG @ PIT"
66,5,847,51,OCW,"Orange County Weststars",840,50,ING,"Inglewood Monstars","OCW @ ING"
67,5,841,14,ITA,"Italy EBC",846,26,NBK,"North Bay Knights","ITA @ NBK"
68,5,845,12,MGG,"Minnesota Golden Gophers",842,39,MHA,"Maryhill Alumni","MGG @ MHA"
69,5,843,54,KAR,"Karolina Kaos",859,63,WDY,"Woodlynne Rats","KAR @ WDY"
70,5,844,13,MHT,"Minhattrick Swayzes",832,65,BAR,"Barrie Dolts","MHT @ BAR"
71,6,831,2,AUT,"Autobahn",855,28,TAI,"Taipei Typhoons","AUT @ TAI"
72,6,832,65,BAR,"Barrie Dolts",854,21,SUM,"Sumter Trash","BAR @ SUM"
73,6,853,20,SVF,"Sugar Valley Firebirds",856,24,TEG,"Tegucigalpa Ticklepuss","SVF @ TEG"
74,6,834,58,BFC,"Betty Ford Clinic",852,60,SHS,"South Hills Shindigaz","BFC @ SHS"
75,6,851,66,ROC,"Rockford Villains",857,29,TBP,"Thunder Bay Pike","ROC @ TBP"
76,6,836,18,ETI,"Easter Island Stoneheads",850,19,RIC,"Richfield Oracles","ETI @ RIC"
77,6,849,30,PRO,"Providence Sea Bass",858,15,VHV,"Valhalla Vikings","PRO @ VHV"
78,6,838,37,HAM,"Hamilton Mustangs",848,17,PIT,"Pitt Intramurals","HAM @ PIT"
79,6,847,51,OCW,"Orange County Weststars",839,9,HIG,"Highland Wolf","OCW @ HIG"
80,6,840,50,ING,"Inglewood Monstars",846,26,NBK,"North Bay Knights","ING @ NBK"
81,6,845,12,MGG,"Minnesota Golden Gophers",841,14,ITA,"Italy EBC","MGG @ ITA"
82,6,842,39,MHA,"Maryhill Alumni",859,63,WDY,"Woodlynne Rats","MHA @ WDY"
83,6,843,54,KAR,"Karolina Kaos",844,13,MHT,"Minhattrick Swayzes","KAR @ MHT"
84,6,833,49,BAY,"Baytown Thunder",835,67,DHG,"Devil Hill Goblins","BAY @ DHG"
85,7,854,21,SUM,"Sumter Trash",831,2,AUT,"Autobahn","SUM @ AUT"
86,7,853,20,SVF,"Sugar Valley Firebirds",855,28,TAI,"Taipei Typhoons","SVF @ TAI"
87,7,833,49,BAY,"Baytown Thunder",852,60,SHS,"South Hills Shindigaz","BAY @ SHS"
88,7,851,66,ROC,"Rockford Villains",856,24,TEG,"Tegucigalpa Ticklepuss","ROC @ TEG"
89,7,835,67,DHG,"Devil Hill Goblins",850,19,RIC,"Richfield Oracles","DHG @ RIC"
90,7,849,30,PRO,"Providence Sea Bass",857,29,TBP,"Thunder Bay Pike","PRO @ TBP"
91,7,837,25,GRH,"Grand River Herons",848,17,PIT,"Pitt Intramurals","GRH @ PIT"
92,7,847,51,OCW,"Orange County Weststars",858,15,VHV,"Valhalla Vikings","OCW @ VHV"
93,7,839,9,HIG,"Highland Wolf",846,26,NBK,"North Bay Knights","HIG @ NBK"
94,7,845,12,MGG,"Minnesota Golden Gophers",840,50,ING,"Inglewood Monstars","MGG @ ING"
95,7,841,14,ITA,"Italy EBC",859,63,WDY,"Woodlynne Rats","ITA @ WDY"
96,7,842,39,MHA,"Maryhill Alumni",844,13,MHT,"Minhattrick Swayzes","MHA @ MHT"
97,7,834,58,BFC,"Betty Ford Clinic",838,37,HAM,"Hamilton Mustangs","BFC @ HAM"
98,7,836,18,ETI,"Easter Island Stoneheads",832,65,BAR,"Barrie Dolts","ETI @ BAR"
99,8,831,2,AUT,"Autobahn",853,20,SVF,"Sugar Valley Firebirds","AUT @ SVF"
100,8,832,65,BAR,"Barrie Dolts",852,60,SHS,"South Hills Shindigaz","BAR @ SHS"
101,8,851,66,ROC,"Rockford Villains",854,21,SUM,"Sumter Trash","ROC @ SUM"
102,8,834,58,BFC,"Betty Ford Clinic",850,19,RIC,"Richfield Oracles","BFC @ RIC"
103,8,849,30,PRO,"Providence Sea Bass",855,28,TAI,"Taipei Typhoons","PRO @ TAI"
104,8,836,18,ETI,"Easter Island Stoneheads",848,17,PIT,"Pitt Intramurals","ETI @ PIT"
105,8,847,51,OCW,"Orange County Weststars",856,24,TEG,"Tegucigalpa Ticklepuss","OCW @ TEG"
106,8,838,37,HAM,"Hamilton Mustangs",846,26,NBK,"North Bay Knights","HAM @ NBK"
107,8,845,12,MGG,"Minnesota Golden Gophers",857,29,TBP,"Thunder Bay Pike","MGG @ TBP"
108,8,840,50,ING,"Inglewood Monstars",859,63,WDY,"Woodlynne Rats","ING @ WDY"
109,8,841,14,ITA,"Italy EBC",844,13,MHT,"Minhattrick Swayzes","ITA @ MHT"
110,8,858,15,VHV,"Valhalla Vikings",842,39,MHA,"Maryhill Alumni","VHV @ MHA"
111,8,843,54,KAR,"Karolina Kaos",833,49,BAY,"Baytown Thunder","KAR @ BAY"
112,8,835,67,DHG,"Devil Hill Goblins",837,25,GRH,"Grand River Herons","DHG @ GRH"
113,9,852,60,SHS,"South Hills Shindigaz",831,2,AUT,"Autobahn","SHS @ AUT"
114,9,851,66,ROC,"Rockford Villains",853,20,SVF,"Sugar Valley Firebirds","ROC @ SVF"
115,9,833,49,BAY,"Baytown Thunder",850,19,RIC,"Richfield Oracles","BAY @ RIC"
116,9,849,30,PRO,"Providence Sea Bass",854,21,SUM,"Sumter Trash","PRO @ SUM"
117,9,835,67,DHG,"Devil Hill Goblins",848,17,PIT,"Pitt Intramurals","DHG @ PIT"
118,9,847,51,OCW,"Orange County Weststars",855,28,TAI,"Taipei Typhoons","OCW @ TAI"
119,9,837,25,GRH,"Grand River Herons",846,26,NBK,"North Bay Knights","GRH @ NBK"
120,9,845,12,MGG,"Minnesota Golden Gophers",856,24,TEG,"Tegucigalpa Ticklepuss","MGG @ TEG"
121,9,839,9,HIG,"Highland Wolf",859,63,WDY,"Woodlynne Rats","HIG @ WDY"
122,9,840,50,ING,"Inglewood Monstars",844,13,MHT,"Minhattrick Swayzes","ING @ MHT"
123,9,857,29,TBP,"Thunder Bay Pike",841,14,ITA,"Italy EBC","TBP @ ITA"
124,9,842,39,MHA,"Maryhill Alumni",843,54,KAR,"Karolina Kaos","MHA @ KAR"
125,9,858,15,VHV,"Valhalla Vikings",834,58,BFC,"Betty Ford Clinic","VHV @ BFC"
126,9,838,37,HAM,"Hamilton Mustangs",832,65,BAR,"Barrie Dolts","HAM @ BAR"
127,10,831,2,AUT,"Autobahn",851,66,ROC,"Rockford Villains","AUT @ ROC"
128,10,832,65,BAR,"Barrie Dolts",850,19,RIC,"Richfield Oracles","BAR @ RIC"
129,10,849,30,PRO,"Providence Sea Bass",852,60,SHS,"South Hills Shindigaz","PRO @ SHS"
130,10,834,58,BFC,"Betty Ford Clinic",848,17,PIT,"Pitt Intramurals","BFC @ PIT"
131,10,847,51,OCW,"Orange County Weststars",853,20,SVF,"Sugar Valley Firebirds","OCW @ SVF"
132,10,836,18,ETI,"Easter Island Stoneheads",846,26,NBK,"North Bay Knights","ETI @ NBK"
133,10,845,12,MGG,"Minnesota Golden Gophers",854,21,SUM,"Sumter Trash","MGG @ SUM"
134,10,838,37,HAM,"Hamilton Mustangs",859,63,WDY,"Woodlynne Rats","HAM @ WDY"
135,10,839,9,HIG,"Highland Wolf",844,13,MHT,"Minhattrick Swayzes","HIG @ MHT"
136,10,856,24,TEG,"Tegucigalpa Ticklepuss",840,50,ING,"Inglewood Monstars","TEG @ ING"
137,10,841,14,ITA,"Italy EBC",843,54,KAR,"Karolina Kaos","ITA @ KAR"
138,10,857,29,TBP,"Thunder Bay Pike",842,39,MHA,"Maryhill Alumni","TBP @ MHA"
139,10,833,49,BAY,"Baytown Thunder",855,28,TAI,"Taipei Typhoons","BAY @ TAI"
140,10,837,25,GRH,"Grand River Herons",858,15,VHV,"Valhalla Vikings","GRH @ VHV"
141,11,850,19,RIC,"Richfield Oracles",831,2,AUT,"Autobahn","RIC @ AUT"
142,11,849,30,PRO,"Providence Sea Bass",851,66,ROC,"Rockford Villains","PRO @ ROC"
143,11,833,49,BAY,"Baytown Thunder",848,17,PIT,"Pitt Intramurals","BAY @ PIT"
144,11,847,51,OCW,"Orange County Weststars",852,60,SHS,"South Hills Shindigaz","OCW @ SHS"
145,11,835,67,DHG,"Devil Hill Goblins",846,26,NBK,"North Bay Knights","DHG @ NBK"
146,11,845,12,MGG,"Minnesota Golden Gophers",853,20,SVF,"Sugar Valley Firebirds","MGG @ SVF"
147,11,837,25,GRH,"Grand River Herons",859,63,WDY,"Woodlynne Rats","GRH @ WDY"
148,11,838,37,HAM,"Hamilton Mustangs",844,13,MHT,"Minhattrick Swayzes","HAM @ MHT"
149,11,855,28,TAI,"Taipei Typhoons",839,9,HIG,"Highland Wolf","TAI @ HIG"
150,11,840,50,ING,"Inglewood Monstars",843,54,KAR,"Karolina Kaos","ING @ KAR"
151,11,856,24,TEG,"Tegucigalpa Ticklepuss",841,14,ITA,"Italy EBC","TEG @ ITA"
152,11,842,39,MHA,"Maryhill Alumni",836,18,ETI,"Easter Island Stoneheads","MHA @ ETI"
153,11,857,29,TBP,"Thunder Bay Pike",834,58,BFC,"Betty Ford Clinic","TBP @ BFC"
154,11,858,15,VHV,"Valhalla Vikings",854,21,SUM,"Sumter Trash","VHV @ SUM"
155,12,831,2,AUT,"Autobahn",849,30,PRO,"Providence Sea Bass","AUT @ PRO"
156,12,832,65,BAR,"Barrie Dolts",848,17,PIT,"Pitt Intramurals","BAR @ PIT"
157,12,847,51,OCW,"Orange County Weststars",851,66,ROC,"Rockford Villains","OCW @ ROC"
158,12,834,58,BFC,"Betty Ford Clinic",846,26,NBK,"North Bay Knights","BFC @ NBK"
159,12,845,12,MGG,"Minnesota Golden Gophers",852,60,SHS,"South Hills Shindigaz","MGG @ SHS"
160,12,836,18,ETI,"Easter Island Stoneheads",859,63,WDY,"Woodlynne Rats","ETI @ WDY"
161,12,853,20,SVF,"Sugar Valley Firebirds",837,25,GRH,"Grand River Herons","SVF @ GRH"
162,12,838,37,HAM,"Hamilton Mustangs",843,54,KAR,"Karolina Kaos","HAM @ KAR"
163,12,854,21,SUM,"Sumter Trash",839,9,HIG,"Highland Wolf","SUM @ HIG"
164,12,840,50,ING,"Inglewood Monstars",841,14,ITA,"Italy EBC","ING @ ITA"
165,12,855,28,TAI,"Taipei Typhoons",842,39,MHA,"Maryhill Alumni","TAI @ MHA"
166,12,844,13,MHT,"Minhattrick Swayzes",856,24,TEG,"Tegucigalpa Ticklepuss","MHT @ TEG"
167,12,858,15,VHV,"Valhalla Vikings",833,49,BAY,"Baytown Thunder","VHV @ BAY"
168,12,835,67,DHG,"Devil Hill Goblins",857,29,TBP,"Thunder Bay Pike","DHG @ TBP"
169,13,848,17,PIT,"Pitt Intramurals",831,2,AUT,"Autobahn","PIT @ AUT"
170,13,847,51,OCW,"Orange County Weststars",849,30,PRO,"Providence Sea Bass","OCW @ PRO"
171,13,833,49,BAY,"Baytown Thunder",846,26,NBK,"North Bay Knights","BAY @ NBK"
172,13,845,12,MGG,"Minnesota Golden Gophers",851,66,ROC,"Rockford Villains","MGG @ ROC"
173,13,835,67,DHG,"Devil Hill Goblins",859,63,WDY,"Woodlynne Rats","DHG @ WDY"
174,13,844,13,MHT,"Minhattrick Swayzes",836,18,ETI,"Easter Island Stoneheads","MHT @ ETI"
175,13,837,25,GRH,"Grand River Herons",843,54,KAR,"Karolina Kaos","GRH @ KAR"
176,13,853,20,SVF,"Sugar Valley Firebirds",838,37,HAM,"Hamilton Mustangs","SVF @ HAM"
177,13,839,9,HIG,"Highland Wolf",841,14,ITA,"Italy EBC","HIG @ ITA"
178,13,852,60,SHS,"South Hills Shindigaz",840,50,ING,"Inglewood Monstars","SHS @ ING"
179,13,854,21,SUM,"Sumter Trash",842,39,MHA,"Maryhill Alumni","SUM @ MHA"
180,13,850,19,RIC,"Richfield Oracles",846,26,NBK,"North Bay Knights","RIC @ NBK"
181,13,834,58,BFC,"Betty Ford Clinic",855,28,TAI,"Taipei Typhoons","BFC @ TAI"
182,13,856,24,TEG,"Tegucigalpa Ticklepuss",858,15,VHV,"Valhalla Vikings","TEG @ VHV"
183,14,831,2,AUT,"Autobahn",847,51,OCW,"Orange County Weststars","AUT @ OCW"
184,14,832,65,BAR,"Barrie Dolts",846,26,NBK,"North Bay Knights","BAR @ NBK"
185,14,845,12,MGG,"Minnesota Golden Gophers",849,30,PRO,"Providence Sea Bass","MGG @ PRO"
186,14,834,58,BFC,"Betty Ford Clinic",859,63,WDY,"Woodlynne Rats","BFC @ WDY"
187,14,851,66,ROC,"Rockford Villains",835,67,DHG,"Devil Hill Goblins","ROC @ DHG"
188,14,836,18,ETI,"Easter Island Stoneheads",843,54,KAR,"Karolina Kaos","ETI @ KAR"
189,14,844,13,MHT,"Minhattrick Swayzes",837,25,GRH,"Grand River Herons","MHT @ GRH"
190,14,838,37,HAM,"Hamilton Mustangs",841,14,ITA,"Italy EBC","HAM @ ITA"
191,14,852,60,SHS,"South Hills Shindigaz",839,9,HIG,"Highland Wolf","SHS @ HIG"
192,14,840,50,ING,"Inglewood Monstars",842,39,MHA,"Maryhill Alumni","ING @ MHA"
193,14,853,20,SVF,"Sugar Valley Firebirds",848,17,PIT,"Pitt Intramurals","SVF @ PIT"
194,14,850,19,RIC,"Richfield Oracles",854,21,SUM,"Sumter Trash","RIC @ SUM"
195,14,856,24,TEG,"Tegucigalpa Ticklepuss",833,49,BAY,"Baytown Thunder","TEG @ BAY"
196,14,857,29,TBP,"Thunder Bay Pike",858,15,VHV,"Valhalla Vikings","TBP @ VHV"
197,15,846,26,NBK,"North Bay Knights",831,2,AUT,"Autobahn","NBK @ AUT"
198,15,845,12,MGG,"Minnesota Golden Gophers",847,51,OCW,"Orange County Weststars","MGG @ OCW"
199,15,833,49,BAY,"Baytown Thunder",859,63,WDY,"Woodlynne Rats","BAY @ WDY"
200,15,849,30,PRO,"Providence Sea Bass",834,58,BFC,"Betty Ford Clinic","PRO @ BFC"
201,15,835,67,DHG,"Devil Hill Goblins",843,54,KAR,"Karolina Kaos","DHG @ KAR"
202,15,844,13,MHT,"Minhattrick Swayzes",851,66,ROC,"Rockford Villains","MHT @ ROC"
203,15,837,25,GRH,"Grand River Herons",841,14,ITA,"Italy EBC","GRH @ ITA"
204,15,836,18,ETI,"Easter Island Stoneheads",838,37,HAM,"Hamilton Mustangs","ETI @ HAM"
205,15,839,9,HIG,"Highland Wolf",842,39,MHA,"Maryhill Alumni","HIG @ MHA"
206,15,851,66,ROC,"Rockford Villains",840,50,ING,"Inglewood Monstars","ROC @ ING"
207,15,848,17,PIT,"Pitt Intramurals",850,19,RIC,"Richfield Oracles","PIT @ RIC"
208,15,852,60,SHS,"South Hills Shindigaz",853,20,SVF,"Sugar Valley Firebirds","SHS @ SVF"
209,15,857,29,TBP,"Thunder Bay Pike",832,65,BAR,"Barrie Dolts","TBP @ BAR"
210,15,855,28,TAI,"Taipei Typhoons",856,24,TEG,"Tegucigalpa Ticklepuss","TAI @ TEG"
211,16,831,2,AUT,"Autobahn",845,12,MGG,"Minnesota Golden Gophers","AUT @ MGG"
212,16,832,65,BAR,"Barrie Dolts",859,63,WDY,"Woodlynne Rats","BAR @ WDY"
213,16,846,26,NBK,"North Bay Knights",833,49,BAY,"Baytown Thunder","NBK @ BAY"
214,16,834,58,BFC,"Betty Ford Clinic",843,54,KAR,"Karolina Kaos","BFC @ KAR"
215,16,844,13,MHT,"Minhattrick Swayzes",849,30,PRO,"Providence Sea Bass","MHT @ PRO"
216,16,836,18,ETI,"Easter Island Stoneheads",841,14,ITA,"Italy EBC","ETI @ ITA"
217,16,835,67,DHG,"Devil Hill Goblins",837,25,GRH,"Grand River Herons","DHG @ GRH"
218,16,838,37,HAM,"Hamilton Mustangs",842,39,MHA,"Maryhill Alumni","HAM @ MHA"
219,16,847,51,OCW,"Orange County Weststars",839,9,HIG,"Highland Wolf","OCW @ HIG"
220,16,840,50,ING,"Inglewood Monstars",848,17,PIT,"Pitt Intramurals","ING @ PIT"
221,16,850,19,RIC,"Richfield Oracles",852,60,SHS,"South Hills Shindigaz","RIC @ SHS"
222,16,853,20,SVF,"Sugar Valley Firebirds",854,21,SUM,"Sumter Trash","SVF @ SUM"
223,16,858,15,VHV,"Valhalla Vikings",855,28,TAI,"Taipei Typhoons","VHV @ TAI"
224,16,856,24,TEG,"Tegucigalpa Ticklepuss",857,29,TBP,"Thunder Bay Pike","TEG @ TBP"
225,17,844,13,MHT,"Minhattrick Swayzes",831,2,AUT,"Autobahn","MHT @ AUT"
226,17,845,12,MGG,"Minnesota Golden Gophers",832,65,BAR,"Barrie Dolts","MGG @ BAR"
227,17,833,49,BAY,"Baytown Thunder",843,54,KAR,"Karolina Kaos","BAY @ KAR"
